Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
8834,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Square Enix  ,Square Enix  ,6.9,0.13,0.06,0.05,0.02,0.25
8838,Hunted: The Demon's Forge,PS3,2011,Bethesda Softworks  ,InXile Entertainment  ,6.1,0.12,0.09,0.02,0.03,0.25
8859,Sonic Boom: Fire & Ice,3DS,2016,Sega  ,Sanzaru Games  ,6.9,0.14,0.08,0.02,0.02,0.25
8874,Ace Combat: Assault Horizon Legacy,3DS,2011,Namco Bandai  ,Namco Bandai Games  ,7.0,0.1,0.06,0.08,0.01,0.25
8883,Sid Meier's Civilization VI,NS,2018,2K Games  ,Firaxis Games  ,9.4,0.12,0.11,0.01,0.02,0.25
8888,Dead or Alive Xtreme 2,X360,2006,Tecmo  ,Team Ninja  ,5.3,0.15,0.02,0.06,0.02,0.25
8891,Spirit Camera: The Cursed Memoir,3DS,2012,Nintendo  ,Tecmo Koei Games  ,5.7,0.15,0.02,0.06,0.02,0.25
8892,Bomberman Tournament,GBA,2001,Activision  ,Hudson Soft  ,8.8,0.1,0.04,0.1,0.01,0.25
8924,Disgaea 2: Dark Hero Days,PSP,2009,NIS America  ,Nippon Ichi Software  ,8.1,0.1,0.01,0.12,0.02,0.25
8940,Grandia III,PS2,2006,Square Enix  ,Game Arts  ,7.5,0.12,0.1,0.24,0.03,0.49
8943,Hybrid Heaven,N64,1999,Konami  ,KCEO  ,7.0,0.16,0.04,0.05,0.0,0.25
8952,Persona Q: Shadow of the Labyrinth,3DS,2014,Atlus  ,Atlus  ,8.3,0.37,0.07,0.27,0.05,0.76
9021,Armored Core 4,X360,2007,Sega  ,From Software  ,6.5,0.19,0.01,0.03,0.02,0.25
9068,7th Dragon III Code: VFD,3DS,2016,Sega  ,Sega  ,7.5,0.06,0.04,0.13,0.01,0.24
9098,Virtua Tennis 4,X360,2011,Sega  ,Sega-AM2  ,6.5,0.12,0.09,0.01,0.02,0.24
9105,Fuel,PS3,2009,Codemasters  ,Asobo Studio  ,6.6,0.08,0.11,0.0,0.04,0.24
9110,NBA Live 10,PSP,2009,EA Sports  ,EA Canada  ,5.9,0.21,0.0,0.01,0.02,0.24
9164,Resident Evil Archives: Resident Evil Zero,Wii,2009,Capcom  ,Capcom Production Studio 4  ,5.8,0.13,0.04,0.06,0.01,0.24
9190,Valhalla Knights,PSP,2007,Xseed Games  ,K2 LLC  ,5.2,0.15,0.0,0.07,0.01,0.24
9208,Luminous Arc,DS,2007,Atlus  ,imageepoch Inc.  ,6.8,0.16,0.0,0.06,0.01,0.24
9211,Avalon Code,DS,2009,Marvelous Interactive  ,Matrix Software  ,7.1,0.11,0.0,0.12,0.01,0.24
9227,Disney Epic Mickey 2: The Power of Two,WiiU,2012,Disney Interactive Studios  ,Junction Point Studios  ,5.9,0.13,0.08,0.01,0.02,0.24
9244,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2011,NIS America  ,Gust  ,7.0,0.08,0.01,0.13,0.01,0.24
9245,Dynasty Warriors 6 Empires,X360,2009,KOEI  ,Omega Force  ,6.3,0.16,0.02,0.04,0.02,0.24
9248,Singularity,PS3,2010,Activision  ,Raven Software  ,7.8,0.17,0.03,0.01,0.03,0.24
9253,Disgaea: Afternoon of Darkness,PSP,2007,NIS America  ,Nippon Ichi Software  ,8.7,0.15,0.02,0.04,0.02,0.24
9277,Hot Shots Tennis: Get a Grip,PSP,2010,Sony Computer Entertainment  ,Clap Hanz  ,8.0,0.08,0.0,0.13,0.02,0.23
9312,Cross Edge,PS3,2009,NIS America  ,Compile Heart  ,5.4,0.14,0.02,0.05,0.02,0.23
9318,Attack on Titan 2,NS,2018,Koei Tecmo  ,Omega Force  ,7.0,0.12,0.02,0.08,0.02,0.23
9325,Meteos,DS,2005,Nintendo  ,Q Entertainment  ,8.8,0.15,0.01,0.06,0.01,0.23
9381,Dynasty Warriors: Strikeforce,X360,2010,Tecmo Koei  ,Omega Force  ,7.3,0.13,0.06,0.02,0.02,0.23
9386,Valkyrie Profile: Covenant of the Plume,DS,2009,Square Enix  ,tri-Ace  ,7.5,0.22,0.02,0.16,0.02,0.42
9413,Lunar Knights,DS,2007,Konami  ,Kojima Productions  ,8.2,0.17,0.01,0.04,0.01,0.23
9456,Valhalla Knights 2,PSP,2008,Xseed Games  ,K2 LLC  ,5.0,0.09,0.0,0.12,0.01,0.23
9480,Risen 2: Dark Waters,PS3,2012,Deep Silver  ,Piranha Bytes  ,5.5,0.04,0.14,0.01,0.03,0.23
9489,Shin Megami Tensei: Persona 3 Portable,PSP,2010,Atlus  ,Atlus Co.  ,8.9,0.18,0.07,0.34,0.05,0.64
9526,Code Name: S.T.E.A.M.,3DS,2015,Nintendo  ,Intelligent Systems  ,8.0,0.14,0.05,0.02,0.02,0.22
9531,Breath of Fire,GBA,2001,Capcom  ,Capcom  ,7.8,0.11,0.04,0.06,0.0,0.22
9534,Attack on Titan 2,PS4,2018,Koei Tecmo  ,Omega Force  ,7.8,0.09,0.04,0.06,0.03,0.22
9551,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Bandai  ,Aki Corporation  ,7.3,0.03,0.02,0.17,0.01,0.22
9558,Life Is Strange: Before the Storm,PS4,2018,Square Enix  ,Deck Nine  ,7.5,0.11,0.06,0.02,0.03,0.22
9565,Resident Evil: Revelations,WiiU,2013,Capcom  ,Capcom  ,7.5,0.09,0.08,0.03,0.02,0.22
9573,Dragon Quest Builders: Revive Alefgard,NS,2018,Square Enix  ,Square Enix  ,8.0,0.07,0.07,0.07,0.01,0.22
9619,Kartia: The Word of Fate,PS,1998,Atlus  ,Atlus Co.  ,7.9,0.05,0.03,0.12,0.01,0.22
9651,Tropico 3,X360,2010,Kalypso  ,Haemimont Games  ,7.7,0.15,0.02,0.03,0.01,0.22
9677,Hunted: The Demon's Forge,X360,2011,Bethesda Softworks  ,InXile Entertainment  ,6.0,0.13,0.07,0.0,0.02,0.22
9678,Afrika,PS3,2009,Natsume  ,Rhino Studios  ,6.0,0.12,0.0,0.08,0.01,0.22
9705,Tales of Symphonia: Dawn of the New World,Wii,2008,Namco Bandai  ,Namco Tales Studio  ,6.8,0.21,0.05,0.24,0.02,0.52
9735,Phantasy Star 0,DS,2009,Sega  ,Sonic Team  ,7.5,0.16,0.0,0.2,0.01,0.38
9781,Fate/Extella: The Umbral Star,NS,2017,Xseed Games  ,Marvelous Entertainment  ,8.0,0.1,0.06,0.04,0.02,0.21
9785,Radiant Historia: Perfect Chronology,3DS,2018,Atlus  ,Atlus  ,8.1,0.11,0.03,0.06,0.01,0.21
9789,50 Cent: Blood on the Sand,X360,2009,THQ  ,Swordfish Studios  ,7.3,0.12,0.07,0.0,0.02,0.21
9810,Tekken 3D: Prime Edition,3DS,2012,Namco Bandai  ,Namco Bandai Games  ,6.5,0.06,0.08,0.05,0.01,0.21
9851,Vampire Rain,X360,2007,AQ Interactive  ,Artoon  ,3.9,0.18,0.0,0.01,0.02,0.21
9882,Blue Dragon Plus,DS,2009,Ignition Entertainment  ,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.  ,6.5,0.12,0.03,0.05,0.01,0.21
9910,Dead to Rights: Retribution,X360,2010,Namco Bandai  ,Volatile Games  ,5.7,0.11,0.08,0.0,0.02,0.21
9913,Tenchu: Shadow Assassins,Wii,2009,Ubisoft  ,Acquire  ,7.0,0.15,0.01,0.03,0.01,0.21
9923,Final Fight One,GBA,2001,Capcom  ,Capcom  ,8.2,0.09,0.03,0.08,0.0,0.21
9973,Kung Fu Rider,PS3,2010,Sony Computer Entertainment  ,SCE Japan Studio  ,4.3,0.06,0.1,0.01,0.04,0.2
10013,Dark Messiah of Might and Magic Elements,X360,2008,Ubisoft  ,Arkane Studios / Floodgate Entertainment / Kuju Entertainment  ,5.0,0.16,0.02,0.01,0.02,0.2
10018,Infinite Space,DS,2010,Sega  ,PlatinumGames / Nude Maker  ,7.2,0.06,0.05,0.07,0.01,0.2
10021,DanceMasters,X360,2010,Konami  ,GCP1  ,6.2,0.15,0.02,0.02,0.01,0.2
10031,Dragon Ball: Revenge of King Piccolo,Wii,2009,Namco Bandai  ,Bandai Namco Games  ,6.1,0.12,0.03,0.03,0.02,0.2
10036,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1997,Atlus  ,Quest Corporation  ,7.6,0.06,0.04,0.09,0.01,0.2
10054,Warriors Orochi,PSP,2008,KOEI  ,Omega Force / Koei Canada  ,6.4,0.02,0.0,0.18,0.0,0.2
10056,Earth Defense Force: Insect Armageddon,PS3,2011,D3 Publisher  ,Vicious Cycle  ,6.6,0.06,0.04,0.08,0.02,0.2
10071,Disgaea 5 Complete,NS,2017,NIS America  ,Nippon Ichi Software  ,9.0,0.15,0.11,0.05,0.02,0.34
10091,Rise of Nightmares,X360,2011,Sega  ,Sega  ,5.5,0.28,0.13,0.01,0.04,0.47
10137,Ridge Racer 6,X360,2005,Namco  ,Namco  ,7.9,0.1,0.02,0.07,0.01,0.2
10156,Dante's Inferno,PSP,2010,Electronic Arts  ,Visceral Games  ,6.6,0.12,0.04,0.01,0.02,0.2
10158,Arcana Heart 3,PS3,2014,Aksys Games  ,Examu Inc.  ,7.0,0.04,0.05,0.1,0.02,0.2
10169,Solatorobo: Red the Hunter,DS,2011,Xseed Games  ,CyberConnect2  ,7.6,0.08,0.04,0.07,0.01,0.2
10193,Armored Core 4,PS3,2007,Sega  ,From Software  ,6.6,0.09,0.0,0.09,0.01,0.2
10197,No More Heroes: Heroes' Paradise,PS3,2011,Konami  ,FeelPlus  ,7.4,0.1,0.04,0.04,0.02,0.2
10221,Mana Khemia 2: Fall of Alchemy,PS2,2009,NIS America  ,Gust  ,8.2,0.07,0.05,0.05,0.02,0.2
10223,Dead or Alive Paradise,PSP,2010,Tecmo  ,Team Ninja  ,4.5,0.08,0.02,0.07,0.02,0.2
10239,Pac-Man & Galaga Dimensions,3DS,2011,Namco Bandai  ,Namco Bandai Games  ,5.7,0.1,0.04,0.04,0.01,0.19
10240,Valkyria Chronicles 4,NS,2018,Sega  ,Sega  ,8.6,0.12,0.04,0.02,0.02,0.19
10272,Dynasty Warriors: Gundam 2,X360,2009,Namco Bandai  ,Omega Force  ,5.6,0.07,0.03,0.08,0.01,0.19
10294,Space Invaders Extreme 2,DS,2009,Taito  ,Taito Corporation  ,8.1,0.17,0.01,0.0,0.01,0.19
10318,Majin and the Forsaken Kingdom,X360,2010,Namco Bandai  ,Game Republic  ,7.0,0.14,0.03,0.0,0.01,0.19
10353,Project X Zone 2,3DS,2016,Namco Bandai Games  ,Monolith Soft  ,6.6,0.06,0.04,0.09,0.01,0.19
10357,Captain Toad: Treasure Tracker,3DS,2018,Nintendo  ,Nintendo EPD  ,8.5,0.06,0.04,0.08,0.01,0.19
10372,Dragon Ball Z: Attack of the Saiyans,DS,2009,Namco Bandai  ,Monolith Soft  ,7.2,0.12,0.02,0.21,0.01,0.36
10380,Valkyrie Profile: Lenneth,PSP,2006,Square Enix  ,tri-Ace  ,8.1,0.17,0.01,0.16,0.02,0.36
10392,50 Cent: Blood on the Sand,PS3,2009,THQ  ,Swordfish Studios  ,7.2,0.1,0.06,0.01,0.03,0.19
10418,Street Fighter 30th Anniversary Collection,NS,2018,Capcom  ,Capcom  ,8.5,0.12,0.04,0.01,0.02,0.19
10422,Armored Core: For Answer,PS3,2008,Ubisoft  ,From Software  ,6.1,0.06,0.02,0.1,0.01,0.19
10454,Dynasty Warriors Gundam,X360,2007,Namco Bandai  ,Omega Force  ,6.0,0.15,0.01,0.02,0.01,0.19
10464,Tekken Tag Tournament 2,WiiU,2012,Namco Bandai Games  ,Bandai Namco Games  ,8.1,0.09,0.07,0.01,0.01,0.19
10482,Earth Defense Force: Insect Armageddon,X360,2011,D3 Publisher  ,Vicious Cycle  ,6.7,0.1,0.04,0.03,0.01,0.19
10496,Shadows of the Damned,X360,2011,Electronic Arts  ,Grasshopper Manufacture  ,7.6,0.1,0.06,0.01,0.02,0.19
10529,Samurai Warriors: State of War,PSP,2006,KOEI  ,Omega Force  ,6.5,0.07,0.0,0.11,0.01,0.19
10535,The Munchables,Wii,2009,Namco Bandai  ,Namco Bandai Games  ,8.0,0.17,0.0,0.0,0.01,0.18
10566,Disgaea DS,DS,2008,NIS America  ,Nippon Ichi Software  ,8.0,0.11,0.01,0.05,0.01,0.18
10574,Ar tonelico 2: Melody of Metafalica,PS2,2009,NIS America  ,Gust  ,7.2,0.04,0.03,0.11,0.01,0.18
10615,Call of Juarez,X360,2007,Ubisoft  ,Techland  ,6.9,0.14,0.02,0.0,0.01,0.18
10619,Resident Evil: Revelations,PS4,2017,Capcom  ,Capcom  ,7.2,0.06,0.06,0.04,0.02,0.18
10667,Metal Gear Ac!d 2,PSP,2006,Konami  ,Kojima Productions  ,8.3,0.11,0.01,0.05,0.01,0.18
10684,Trinity Universe,PS3,2010,NIS America  ,Nippon Ichi Software / Gust  ,6.2,0.07,0.06,0.03,0.02,0.18
10734,Naruto Shippuden: Dragon Blade Chronicles,Wii,2010,Atlus  ,8ing/Raizing  ,4.3,0.11,0.02,0.05,0.01,0.18
10774,Dynasty Warriors: Gundam 3,X360,2011,Tecmo Koei  ,Omega Force  ,6.5,0.11,0.03,0.02,0.01,0.18
10782,Velvet Assassin,X360,2009,SouthPeak Interactive  ,Replay Studios  ,5.3,0.14,0.02,0.01,0.01,0.18
10881,Let's TAP,Wii,2009,Sega  ,PROPE  ,7.0,0.08,0.06,0.01,0.02,0.17
10941,Final Fantasy Fables: Chocobo Tales,DS,2007,Square Enix  ,High Horse Entertainment  ,7.4,0.1,0.01,0.12,0.01,0.24
10979,The Cursed Crusade,PS3,2011,Atlus  ,Kylotonn Entertainment  ,4.0,0.07,0.07,0.01,0.02,0.17
11034,Clock Tower II: The Struggle Within,PS,1999,Agetec  ,Human Entertainment  ,4.4,0.02,0.01,0.12,0.01,0.17
11050,Bomberman Land,Wii,2008,Hudson Soft  ,Hudson Soft  ,6.0,0.11,0.02,0.03,0.01,0.17
11063,Lost Kingdoms,GC,2002,Activision  ,From Software  ,7.3,0.1,0.02,0.04,0.0,0.17
11091,Zoo Keeper,DS,2005,Ignition Entertainment  ,"Buddiez, Inc.  ",7.2,0.1,0.01,0.05,0.01,0.17
11105,Cubivore: Survival of the Fittest,GC,2002,Atlus  ,Saru Brunei / Intelligent Systems  ,7.1,0.01,0.0,0.15,0.0,0.17
11126,Castlevania Judgment,Wii,2008,Konami  ,Konami / Eighting  ,4.6,0.12,0.02,0.01,0.01,0.16
11142,Clash of the Titans: The Videogame,X360,2010,Namco Bandai  ,Game Republic  ,3.8,0.08,0.06,0.0,0.02,0.16
11167,Guilty Gear Judgment,PSP,2006,Majesco  ,Arc System Works  ,7.5,0.13,0.0,0.02,0.01,0.16
11184,El Shaddai: Ascension of the Metatron,X360,2011,Ignition Entertainment  ,Ignition Entertainment  ,8.0,0.07,0.05,0.03,0.01,0.16
11192,Marble Saga: Kororinpa,Wii,2009,Konami  ,Hudson Soft  ,7.4,0.09,0.05,0.0,0.01,0.16
11244,The King of Fighters XII,PS3,2009,Ignition Entertainment  ,SNK Playmore Corporation  ,6.0,0.11,0.01,0.03,0.01,0.16
11265,Klonoa,Wii,2009,Namco Bandai  ,Paon Corporation  ,7.6,0.1,0.02,0.03,0.01,0.16
11275,Innocent Life: A Futuristic Harvest Moon,PSP,2007,Natsume  ,ArtePiazza  ,6.5,0.08,0.03,0.03,0.02,0.16
11278,3D Dot Game Heroes,PS3,2010,Atlus  ,Silicon Studio  ,7.5,0.36,0.12,0.03,0.07,0.57
11285,Final Fantasy Fables: Chocobo's Dungeon,Wii,2008,Square Enix  ,High Horse Entertainment  ,7.4,0.09,0.0,0.11,0.01,0.21
11286,Final Fantasy II Anniversary Edition,PSP,2007,Square Enix  ,Square Enix  ,6.5,0.36,0.03,0.07,0.05,0.51
11323,Custom Robo Arena,DS,2007,Nintendo  ,Noise Inc.  ,7.4,0.01,0.02,0.12,0.0,0.16
11336,Konami Krazy Racers,GBA,2001,Konami  ,KCEK  ,7.7,0.09,0.03,0.04,0.0,0.16
11352,Dragon Ball: Origins 2,DS,2010,Namco Bandai  ,Game Republic  ,6.9,0.05,0.02,0.08,0.01,0.16
11365,Naruto Powerful Shippuden,3DS,2013,Namco Bandai Games  ,Namco Bandai Games  ,8.0,0.08,0.02,0.04,0.01,0.16
11373,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Konami Digital Entertainment  ,Mercury Steam  ,7.2,0.04,0.08,0.03,0.01,0.16
11403,Arcana Heart,PS2,2008,Atlus  ,Examu Inc.  ,8.1,0.06,0.05,0.04,0.02,0.16
11407,Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,2018,Nintendo  ,Monolith Soft  ,7.5,0.08,0.05,0.02,0.01,0.16
11421,Gravity Rush Remastered,PS4,2016,Sony Computer Entertainment  ,Bluepoint Games  ,7.9,0.02,0.06,0.05,0.02,0.16
11430,Fist of the North Star: Ken's Rage,X360,2010,Tecmo Koei  ,Tecmo Koei Games  ,5.4,0.07,0.02,0.06,0.01,0.16
11536,Project Sylpheed: Arc of Deception,X360,2007,Microsoft  ,Game Arts / Seta Corporation  ,6.7,0.12,0.01,0.02,0.01,0.15
11597,Space Invaders Extreme,DS,2008,Square Enix  ,Taito Corporation  ,8.3,0.12,0.01,0.01,0.01,0.15
11601,FIFA 06: Road to FIFA World Cup,X360,2005,EA Sports  ,EA Canada  ,6.1,0.11,0.02,0.01,0.01,0.15
11636,Etrian Odyssey IV: Legends of the Titan,3DS,2013,Atlus  ,Atlus Co.  ,8.2,0.12,0.06,0.21,0.02,0.39
11650,Tales of the Abyss,3DS,2012,Namco Bandai  ,Namco Tales Studio  ,7.3,0.45,0.2,0.15,0.06,0.86
11651,Theatrhythm: Final Fantasy,3DS,2012,Square Enix  ,Jupiter Multimedia  ,7.8,0.22,0.07,0.18,0.03,0.51
11736,Armored Core: For Answer,X360,2008,Ubisoft  ,From Software  ,6.5,0.06,0.01,0.07,0.01,0.15
11740,Gear.Club Unlimited,NS,2017,Microids  ,Eden Games  ,6.1,0.1,0.03,0.01,0.01,0.15
11772,Metroid Prime: Federation Force,3DS,2016,Nintendo  ,Next Level Games  ,6.3,0.08,0.02,0.03,0.01,0.15
11821,Cave Story 3D,3DS,2011,NIS America  ,Nicalis  ,8.2,0.09,0.03,0.01,0.01,0.15
11923,Victorious Boxers: Revolution,Wii,2007,Xseed Games  ,Cavia Inc.  ,5.8,0.07,0.0,0.06,0.01,0.14
11985,TRINITY: Souls of Zill O'll,PS3,2011,Tecmo Koei  ,Omega Force  ,5.5,0.06,0.03,0.03,0.01,0.14
12039,X-Blades,X360,2009,SouthPeak Interactive  ,Gaijin Entertainment  ,6.0,0.1,0.02,0.02,0.01,0.14
12050,Just Cause,X360,2006,Eidos Interactive  ,Avalanche Studios  ,7.3,0.1,0.03,0.01,0.01,0.14
12090,Secret Agent Clank,PSP,2008,Sony Computer Entertainment  ,High Impact Games  ,7.0,0.04,0.04,0.04,0.02,0.14
12104,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2003,Bandai  ,Aki Corporation  ,8.0,0.04,0.01,0.08,0.0,0.14
12124,Rodea the Sky Soldier,WiiU,2015,NIS America  ,Kadokawa Games  ,7.0,0.1,0.02,0.01,0.01,0.14
12185,Metal Slug 7,DS,2008,Ignition Entertainment  ,SNK Playmore Corporation  ,6.9,0.12,0.0,0.01,0.01,0.14
12202,Metal Gear Solid V: Ground Zeroes,X360,2014,Konami Digital Entertainment  ,Kojima Productions  ,8.3,0.06,0.05,0.01,0.01,0.14
12205,Naruto Shippuden: Kizuna Drive,PSP,2011,Namco Bandai  ,Bandai Namco Games  ,7.0,0.04,0.03,0.05,0.02,0.14
12208,X-Blades,PS3,2009,SouthPeak Interactive  ,Gaijin Entertainment  ,5.9,0.07,0.03,0.02,0.01,0.14
12344,BlazBlue: Continuum Shift II,PSP,2011,Aksys Games  ,Arc System Works  ,7.5,0.03,0.02,0.07,0.01,0.13
12381,Rumble Roses XX,X360,2006,Konami  ,Yuke's Future Media Creators  ,6.5,0.07,0.01,0.04,0.01,0.13
12443,Little King's Story,Wii,2009,Xseed Games  ,Cing Inc. / Town Factory  ,8.5,0.14,0.11,0.02,0.02,0.29
12479,Eat Lead: The Return of Matt Hazard,PS3,2009,D3 Publisher  ,Vicious Cycle  ,5.3,0.09,0.02,0.0,0.01,0.13
12704,Eat Lead: The Return of Matt Hazard,X360,2009,D3 Publisher  ,Vicious Cycle  ,5.5,0.1,0.01,0.0,0.01,0.12
12748,Echo Night,PS,1999,Agetec  ,From Software  ,6.3,0.03,0.02,0.07,0.01,0.12
12799,Undead Knights,PSP,2009,Tecmo  ,Team Tachyon  ,6.6,0.05,0.01,0.06,0.01,0.12
12939,Tenchu: Shadow Assassins,PSP,2009,Ubisoft  ,From Software  ,7.5,0.03,0.03,0.05,0.01,0.12
12945,The Sky Crawlers: Innocent Aces,Wii,2010,Xseed Games  ,Project ACES  ,7.3,0.08,0.02,0.01,0.01,0.12
13066,Lost in Shadow,Wii,2011,Hudson Soft  ,Hudson Soft  ,6.7,0.09,0.0,0.01,0.01,0.12
13205,The King of Fighters XII,X360,2009,Ignition Entertainment  ,SNK Playmore Corporation  ,6.4,0.09,0.0,0.01,0.01,0.11
13233,Mana Khemia: Student Alliance,PSP,2009,Nippon Ichi Software  ,Gust  ,3.2,0.06,0.0,0.03,0.01,0.11
13297,Calling,Wii,2010,Hudson Soft  ,Hudson Soft  ,4.8,0.06,0.04,0.0,0.01,0.11
13359,BlazBlue: Calamity Trigger Portable,PSP,2010,Aksys Games  ,Arc System Works  ,7.9,0.07,0.01,0.03,0.01,0.11
13364,Odama,GC,2006,Nintendo  ,VIVARIUM Inc.  ,6.5,0.07,0.02,0.02,0.0,0.11
13458,Prinny: Can I Really Be the Hero?,PSP,2009,NIS America  ,Nippon Ichi Software  ,7.2,0.04,0.01,0.05,0.01,0.11
13471,BlazBlue: Continuum Shift II,3DS,2011,Aksys Games  ,Arc System Works  ,6.0,0.05,0.02,0.04,0.01,0.11
13476,Ys VIII: Lacrimosa of Dana,NS,2018,NIS America  ,Nihon Falcom Corporation  ,8.5,0.03,0.03,0.03,0.01,0.11
13589,Carnage Heart,PS,1997,Sony Computer Entertainment  ,ArtDink  ,7.1,0.01,0.01,0.09,0.01,0.11
13697,JU-ON: The Grudge,Wii,2009,Xseed Games  ,FeelPlus  ,4.0,0.07,0.01,0.01,0.01,0.1
13809,Baten Kaitos Origins,GC,2006,Nintendo  ,tri-Crescendo / Monolith Soft  ,7.5,0.06,0.02,0.02,0.0,0.1
13905,Bullet Witch,X360,2007,Atari  ,Cavia Inc.  ,6.6,0.07,0.01,0.02,0.01,0.1
14026,Opoona,Wii,2008,KOEI  ,ArtePiazza  ,6.4,0.08,0.0,0.01,0.01,0.1
14049,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Atari  ,Dimps Corporation  ,7.2,0.19,0.09,0.08,0.07,0.43
14083,Dead or Alive 5 Last Round,XOne,2015,Tecmo Koei  ,Team Ninja  ,7.5,0.05,0.03,0.01,0.01,0.1
14085,Blue Dragon: Awakened Shadow,DS,2010,D3 Publisher  ,Mistwalker Corporation / tri-Crescendo / Bird Studio  ,5.7,0.06,0.0,0.03,0.0,0.1
14099,Shadow Tower,PS,1999,Agetec  ,From Software  ,5.7,0.01,0.01,0.07,0.01,0.1
14146,Steel Battalion,XB,2002,Capcom  ,"Capcom Production Studio 4 / Nude Maker Co., Ltd.  ",7.7,0.05,0.02,0.02,0.0,0.1
14219,Arcania: Gothic 4,X360,2010,JoWood Productions  ,Spellbound Entertainment AG  ,6.2,0.04,0.04,0.01,0.01,0.09
14262,Space Invaders Extreme,PSP,2008,Square Enix  ,"GULTI co.,ltd.  ",8.2,0.06,0.02,0.01,0.01,0.09
14379,Last Rebellion,PS3,2010,NIS America  ,Hit Maker  ,4.8,0.06,0.01,0.01,0.01,0.09
14409,Ridge Racer 3D,3DS,2011,Namco Bandai  ,Namco Bandai Games  ,7.4,0.19,0.16,0.12,0.03,0.5
14444,Mystic Heroes,GC,2002,KOEI  ,Koei  ,6.8,0.03,0.01,0.04,0.0,0.09
14530,Battle Fantasia,X360,2008,Aksys Games  ,Arc System Works  ,7.0,0.07,0.0,0.01,0.01,0.09
14562,NBA 2K18,PS3,2017,2K Sports  ,Visual Concepts  ,7.0,0.06,0.01,0.01,0.01,0.09
14590,Theme Hospital,PS,1998,Electronic Arts  ,Krisalis Software  ,7.2,0.03,0.02,0.03,0.01,0.09
14609,Killer7,PS2,2005,Capcom  ,Grasshopper Manufacture  ,6.5,0.04,0.03,0.0,0.01,0.09
14876,Heroes of Mana,DS,2007,Square Enix  ,Brownie Brown  ,6.4,0.07,0.01,0.05,0.01,0.14
14936,A-Train,PS,1996,Maxis  ,ArtDink  ,6.0,0.02,0.01,0.04,0.01,0.08
14940,Earth Defense Force 2017,X360,2007,D3 Publisher  ,Sandlot  ,7.4,0.04,0.01,0.03,0.0,0.08
14989,New International Track & Field,DS,2008,Konami  ,Sumo Digital  ,7.4,0.07,0.0,0.0,0.01,0.08
15117,Elebits: The Adventures of Kai and Zero,DS,2009,Konami  ,Konami  ,7.5,0.07,0.0,0.0,0.01,0.08
15133,Baroque,Wii,2008,Atlus  ,Sting  ,5.2,0.07,0.0,0.0,0.01,0.08
15309,The Rub Rabbits!,DS,2006,Sega  ,Sonic Team  ,7.3,0.03,0.0,0.04,0.0,0.07
15438,Dawn of Mana,PS2,2007,Square Enix  ,Square Enix  ,6.3,0.07,0.05,0.29,0.02,0.43
15439,Half-Minute Hero,PSP,2009,Xseed Games  ,Opus Studio  ,8.5,0.08,0.02,0.07,0.02,0.19
15454,Tank! Tank! Tank!,WiiU,2012,Namco Bandai Games  ,Namco Bandai Games  ,4.7,0.02,0.01,0.05,0.0,0.07
15491,Sushi Striker: The Way of Sushido,NS,2018,Nintendo  ,Indies Zero  ,7.9,0.02,0.01,0.03,0.0,0.07
15599,Dragoneer's Aria,PSP,2007,NIS America  ,Hit Maker  ,5.2,0.02,0.0,0.05,0.0,0.07
15652,BlazBlue: Cross Tag Battle,NS,2018,Arc System Works  ,Arc System Works  ,8.0,0.04,0.01,0.01,0.01,0.07
15715,RPG Maker: Fes,3DS,2017,NIS America  ,Kadokawa Games  ,7.0,0.03,0.0,0.02,0.0,0.07
16130,Vampire Rain: Altered Species,PS3,2008,Ignition Entertainment  ,Artoon  ,3.5,0.05,0.0,0.0,0.01,0.06
16153,Disgaea 1 Complete,NS,2018,NIS America  ,Nippon Ichi Software  ,8.0,0.03,0.01,0.01,0.0,0.06
16216,Warriors Orochi 2,X360,2008,KOEI  ,Omega Force  ,4.6,0.04,0.0,0.01,0.0,0.06
16524,Virtua Striker 2002,GC,2002,Sega  ,Amusement Vision  ,6.6,0.01,0.0,0.03,0.0,0.05
16861,GrimGrimoire,PS2,2007,NIS America  ,Vanillaware  ,7.7,0.01,0.01,0.03,0.0,0.05
16945,Muramasa: The Demon Blade,Wii,2009,Ignition Entertainment  ,Vanillaware  ,8.0,0.32,0.13,0.11,0.04,0.6
17416,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Konami  ,Kojima Productions  ,7.6,0.02,0.0,0.02,0.0,0.04
